,Kategori Wilayah,Kode Wilayah,Nama Wilayah
26552,Kelurahan,8107092002,Dosimar
26553,Kelurahan,8107092003,Batugoyang
26554,Kelurahan,8107092004,Salarem
26555,Kelurahan,8107092005,Siya
26556,Kelurahan,8107092006,Beltubur
26557,Kelurahan,8107092007,Karey
26558,Kelurahan,8107092008,Jorang
26559,Kelurahan,8107092009,Gomar Sungai
26560,Kelurahan,8107092010,Gomar Meti
26561,Kelurahan,8107102001,Tabarfane
26562,Kelurahan,8107102002,Rebi
26563,Kelurahan,8107102003,Lutur
26564,Kelurahan,8107102004,Hokmar
26565,Kelurahan,8107102005,Juring
26566,Kelurahan,8107102006,Erersin
26567,Kelurahan,8107102007,Maekor
26568,Kelurahan,8108011001,Tiakur
26569,Kelurahan,8108012001,Klis
26570,Kelurahan,8108012002,Patti
26571,Kelurahan,8108012003,Wakarleli
26572,Kelurahan,8108012004,Kaiwatu
26573,Kelurahan,8108012005,Werwaru
26574,Kelurahan,8108012006,Tounwawan
26575,Kelurahan,8108012007,Moain
26576,Kelurahan,8108022001,Wulur
26577,Kelurahan,8108022002,Batu Merah
26578,Kelurahan,8108022003,Kuaimelu
26579,Kelurahan,8108022004,Kumur
26580,Kelurahan,8108022005,Bebar Timur
26581,Kelurahan,8108022006,Ilih
26582,Kelurahan,8108022007,Kehli
26583,Kelurahan,8108032001,Luang Barat
26584,Kelurahan,8108032002,Luang Timur
26585,Kelurahan,8108032003,Elo
26586,Kelurahan,8108032004,Rumkisar
26587,Kelurahan,8108032005,Lelang
26588,Kelurahan,8108032006,Mahaleta
26589,Kelurahan,8108032007,Romdara
26590,Kelurahan,8108032008,Rotnama
26591,Kelurahan,8108032009,Batugajah
26592,Kelurahan,8108032010,Pupliora
26593,Kelurahan,8108032011,Regoha
26594,Kelurahan,8108042001,Tepa
26595,Kelurahan,8108042002,Imroing
26596,Kelurahan,8108042003,Tela
26597,Kelurahan,8108042004,Yaltubung
26598,Kelurahan,8108042005,Wanuwui
26599,Kelurahan,8108042006,Letsiara
26600,Kelurahan,8108042015,Lewah
26601,Kelurahan,8108042016,Hertuti
26602,Kelurahan,8108042017,Sinairusi
26603,Kelurahan,8108052001,Letwurung
26604,Kelurahan,8108052002,Yatoke
26605,Kelurahan,8108052003,Kroing
26606,Kelurahan,8108052004,Nakarhamto
26607,Kelurahan,8108052005,Emplawas
26608,Kelurahan,8108052006,Kokwari
26609,Kelurahan,8108052007,Ahanari
26610,Kelurahan,8108052008,Wakpapapi
26611,Kelurahan,8108052009,Analutur
26612,Kelurahan,8108052010,Manuweri
26613,Kelurahan,8108052011,Tutuwawang
26614,Kelurahan,8108062001,Ilwaki
26615,Kelurahan,8108062002,Ilputih
26616,Kelurahan,8108062003,Mahuan
26617,Kelurahan,8108062004,Masapun
26618,Kelurahan,8108062021,Amau
26619,Kelurahan,8108062023,Hiay
26620,Kelurahan,8108072001,Wonreli
26621,Kelurahan,8108072002,Lekloor
26622,Kelurahan,8108072003,Kota Lama
26623,Kelurahan,8108072004,Abusur
26624,Kelurahan,8108072005,Oirata Timur
26625,Kelurahan,8108072006,Oirata Barat
26626,Kelurahan,8108082001,Laitutun
26627,Kelurahan,8108082002,Batumiau
26628,Kelurahan,8108082003,Tutukey
26629,Kelurahan,8108082004,Tomra
26630,Kelurahan,8108082005,Nuwewang
26631,Kelurahan,8108082006,Tutuwaru
26632,Kelurahan,8108082007,Luhuely
26633,Kelurahan,8108092001,Latalola Besar
26634,Kelurahan,8108092002,Serili
26635,Kelurahan,8108092003,Latalola Kecil
26636,Kelurahan,8108092004,Telalora
26637,Kelurahan,8108092005,Marsela
26638,Kelurahan,8108092006,Babiotang
26639,Kelurahan,8108092007,Iblatmuntah
26640,Kelurahan,8108092008,Ilbutung
26641,Kelurahan,8108092009,Lawawang
26642,Kelurahan,8108092010,Nura
26643,Kelurahan,8108092011,Bululora
26644,Kelurahan,8108102001,Watuwei
26645,Kelurahan,8108102002,Ilmarang
26646,Kelurahan,8108102003,Letmasa
26647,Kelurahan,8108102004,Welora
26648,Kelurahan,8108102005,Wiratan
26649,Kelurahan,8108102006,Nurnyaman
26650,Kelurahan,8108112001,Herley
26651,Kelurahan,8108112002,Upuhupun
26652,Kelurahan,8108112003,Pota Besar
26653,Kelurahan,8108112004,Pota Kecil
26654,Kelurahan,8108112005,Wasarili
26655,Kelurahan,8108112006,Rumahlewang Kecil
26656,Kelurahan,8108112007,Rumahlewang Besar
26657,Kelurahan,8108112008,Nusiata
26658,Kelurahan,8108122001,Ketty
26659,Kelurahan,8108122002,Letoda
26660,Kelurahan,8108122003,Sera
26661,Kelurahan,8108122004,Yamluli
26662,Kelurahan,8108122005,Lolotuara
26663,Kelurahan,8108132001,Nabar
26664,Kelurahan,8108132002,Elsulith
26665,Kelurahan,8108132003,Naumatang
26666,Kelurahan,8108132004,Lurang
26667,Kelurahan,8108132005,Uhak
26668,Kelurahan,8108132006,Eray
26669,Kelurahan,8108142001,Telemar
26670,Kelurahan,8108142002,Karbubu
26671,Kelurahan,8108142003,Ustutun
26672,Kelurahan,8108142004,Klishatu
26673,Kelurahan,8108142005,Ilmamau
26674,Kelurahan,8108152001,Moning
26675,Kelurahan,8108152002,Arwala
26676,Kelurahan,8108152003,Ilway
26677,Kelurahan,8108152004,Kahilin
26678,Kelurahan,8108152005,Ilpokil
26679,Kelurahan,8108152006,Tomliapat
26680,Kelurahan,8108162001,Hila
26681,Kelurahan,8108162002,Jerusu
26682,Kelurahan,8108162003,Solath
26683,Kelurahan,8108172001,Purpura
26684,Kelurahan,8108172002,Nomaha
26685,Kelurahan,8108172003,Labelau
26686,Kelurahan,8109012001,Wamkana
26687,Kelurahan,8109012002,Waenalut
26688,Kelurahan,8109012003,Lektama
26689,Kelurahan,8109012004,Fatmite
26690,Kelurahan,8109012005,Elfule
26691,Kelurahan,8109012006,Leku
26692,Kelurahan,8109012007,Oki Baru
26693,Kelurahan,8109012008,Oki Lama
26694,Kelurahan,8109012009,Labuang
26695,Kelurahan,8109012010,Wali
26696,Kelurahan,8109012011,Tikbary
26697,Kelurahan,8109012012,Masnana
26698,Kelurahan,8109012013,Kamlanglale
26699,Kelurahan,8109012014,Waenono
26700,Kelurahan,8109012015,Namrinat
26701,Kelurahan,8109012016,Waefusi
26702,Kelurahan,8109012017,Batu Tulis
26703,Kelurahan,8109022001,Waetawa
26704,Kelurahan,8109022002,Waesili
26705,Kelurahan,8109022003,Lena
26706,Kelurahan,8109022004,Simi
26707,Kelurahan,8109022005,Waelikut
26708,Kelurahan,8109022006,Wamsisi
26709,Kelurahan,8109022007,Pohon Batu
26710,Kelurahan,8109022008,Waeteba
26711,Kelurahan,8109022009,Hote
26712,Kelurahan,8109022010,Waemasing
26713,Kelurahan,8109022011,Batu Kasa
26714,Kelurahan,8109032001,Lumoy
26715,Kelurahan,8109032002,Masawoy
26716,Kelurahan,8109032003,Ulima
26717,Kelurahan,8109032004,Kampung Baru
26718,Kelurahan,8109032005,Siwar
26719,Kelurahan,8109032006,Selasi
26720,Kelurahan,8109032007,Elara
26721,Kelurahan,8109042001,Balpetu
26722,Kelurahan,8109042002,Waekeka
26723,Kelurahan,8109042003,Biloro
26724,Kelurahan,8109042004,Nanali
26725,Kelurahan,8109042005,Pasir Putih
26726,Kelurahan,8109042006,Fogi
26727,Kelurahan,8109042007,Waepandan
26728,Kelurahan,8109042008,Walbele
26729,Kelurahan,8109042009,Air Ternate
26730,Kelurahan,8109042010,Sekat
26731,Kelurahan,8109042011,Waeha
26732,Kelurahan,8109042012,Bala-bala
26733,Kelurahan,8109042013,Batu Layar
26734,Kelurahan,8109042014,Siopot
26735,Kelurahan,8109042015,Emguhen
26736,Kelurahan,8109052001,Waemulang
26737,Kelurahan,8109052002,Waeturen
26738,Kelurahan,8109052003,Waehaka
26739,Kelurahan,8109052004,Waemala
26740,Kelurahan,8109052005,Erwiri
26741,Kelurahan,8109052006,Tifu
26742,Kelurahan,8109052007,Mepa
26743,Kelurahan,8109052008,Leksula
26744,Kelurahan,8109052009,Nalbessy
26745,Kelurahan,8109052010,Kase
26746,Kelurahan,8109052015,Neath
26747,Kelurahan,8109052016,Liang
26748,Kelurahan,8109052018,Slealale
26749,Kelurahan,8109052023,Walunghelat
26750,Kelurahan,8109052024,Wahaolon
26751,Kelurahan,8109052025,Wewali
26752,Kelurahan,8109052026,Waenamaolon
26753,Kelurahan,8109052029,Grahwaen
26754,Kelurahan,8109052030,Terkuri
26755,Kelurahan,8109062001,Nusarua
26756,Kelurahan,8109062002,Mangeswaen
26757,Kelurahan,8109062003,Waekatin
26758,Kelurahan,8109062004,Fakal
26759,Kelurahan,8109062005,Uneth
26760,Kelurahan,8109062006,Waereman
26761,Kelurahan,8109062007,Waelo
26762,Kelurahan,8109062008,Siwatlahin
26763,Kelurahan,8109062009,Trukat
26764,Kelurahan,8109062010,Waeken
26765,Kelurahan,8171011006,Nusaniwe
26766,Kelurahan,8171011007,Wainitu
26767,Kelurahan,8171011008,Benteng
26768,Kelurahan,8171011009,Kudamati
26769,Kelurahan,8171011010,Mangga Dua
26770,Kelurahan,8171011011,Urimessing
26771,Kelurahan,8171011012,Waihaong
26772,Kelurahan,8171011013,Silale
26773,Kelurahan,8171012001,Latuhalat
26774,Kelurahan,8171012002,Seilale
26775,Kelurahan,8171012003,Nusaniwe
26776,Kelurahan,8171012004,Amahusu
26777,Kelurahan,8171012005,Urimessing
26778,Kelurahan,8171021010,Pandan Kasturi
26779,Kelurahan,8171021011,Rijali
26780,Kelurahan,8171021012,Amantelu
26781,Kelurahan,8171021013,Karang Panjang
26782,Kelurahan,8171021014,Waihoka
26783,Kelurahan,8171021015,Batu Meja
26784,Kelurahan,8171021016,Batu Gajah
26785,Kelurahan,8171021017,Uritetu
26786,Kelurahan,8171021018,Honipopu
26787,Kelurahan,8171021019,Ahusen
26788,Kelurahan,8171022001,Hative Kecil
26789,Kelurahan,8171022002,Galala
26790,Kelurahan,8171022003,Batu Merah
26791,Kelurahan,8171022009,Soya
26792,Kelurahan,8171031018,Lateri
26793,Kelurahan,8171032001,Passo
26794,Kelurahan,8171032002,Halong
26795,Kelurahan,8171032003,Latta
26796,Kelurahan,8171032004,Negeri Lama
26797,Kelurahan,8171032005,Nania
26798,Kelurahan,8171032006,Waiheru
26799,Kelurahan,8171041008,Tihu
26800,Kelurahan,8171042001,Hunuth/Durian Patah
26801,Kelurahan,8171042002,Poka
26802,Kelurahan,8171042003,Rumah Tiga
26803,Kelurahan,8171042004,Wayame
26804,Kelurahan,8171042005,Tawiri
26805,Kelurahan,8171042006,Hative Besar
26806,Kelurahan,8171042007,Laha
26807,Kelurahan,8171052001,Hukurila
26808,Kelurahan,8171052002,Ema
26809,Kelurahan,8171052003,Kilang
26810,Kelurahan,8171052004,Naku
26811,Kelurahan,8171052005,Hatalai
26812,Kelurahan,8171052006,Hutumury
26813,Kelurahan,8171052007,Rutong
26814,Kelurahan,8171052008,Leahari
26815,Kelurahan,8172012001,Fiditan
26816,Kelurahan,8172012002,Ngadi
26817,Kelurahan,8172012003,Dullah
26818,Kelurahan,8172012004,Labetawi
26819,Kelurahan,8172012005,Tamedan
26820,Kelurahan,8172012006,Ohoitahit
26821,Kelurahan,8172012007,Ohoitel
26822,Kelurahan,8172012008,Dullah Laut
26823,Kelurahan,8172021003,Ketsoblak
26824,Kelurahan,8172021004,Masrum
26825,Kelurahan,8172021005,Lodar El
26826,Kelurahan,8172022001,Tual
26827,Kelurahan,8172022002,Taar
26828,Kelurahan,8172032001,Tam Ngurhir
26829,Kelurahan,8172032002,Tayando Langgiar
26830,Kelurahan,8172032003,Tayando Yamtel
26831,Kelurahan,8172032004,Tayando Ohoiel
26832,Kelurahan,8172032005,Tayando Yamru
26833,Kelurahan,8172042001,Tubyal
26834,Kelurahan,8172042002,Kaimear
26835,Kelurahan,8172042004,Lokwirin
26836,Kelurahan,8172042005,Finualen
26837,Kelurahan,8172042012,Sermaf
26838,Kelurahan,8172052001,Kanara
26839,Kelurahan,8172052002,Warkar
26840,Kelurahan,8172052003,Yapas
26841,Kelurahan,8172052004,Rumoin
26842,Kelurahan,8172052005,Hirit
26843,Kelurahan,8172052006,Tiflen
26844,Kelurahan,8172052007,Niela
26845,Kelurahan,5101011006,Baler Bale Agung
26846,Kelurahan,5101011008,Banjar Tengah
26847,Kelurahan,5101011013,Lelateng
26848,Kelurahan,5101011014,Loloan Barat
26849,Kelurahan,5101012001,Cupel
26850,Kelurahan,5101012002,Baluk
26851,Kelurahan,5101012003,Banyu Biru
26852,Kelurahan,5101012004,Kaliakah
26853,Kelurahan,5101012005,Berangbang
26854,Kelurahan,5101012009,Tegal Badeng Timur
26855,Kelurahan,5101012010,Tegal Badeng Barat
26856,Kelurahan,5101012011,Pengambengan
26857,Kelurahan,5101021006,Tegalcangkring
26858,Kelurahan,5101022001,Mendoyo Dauh Tukad
26859,Kelurahan,5101022002,Pohsanten
26860,Kelurahan,5101022003,Mendoyo Dangin Tukad
26861,Kelurahan,5101022004,Pergung
26862,Kelurahan,5101022005,Delodberawah
26863,Kelurahan,5101022007,Penyaringan
26864,Kelurahan,5101022008,Yehembang
26865,Kelurahan,5101022009,Yeh Sumbul
26866,Kelurahan,5101022010,Yehembang Kauh
26867,Kelurahan,5101022011,Yehembang Kangin
26868,Kelurahan,5101032001,Medewi
26869,Kelurahan,5101032002,Pulukan
26870,Kelurahan,5101032003,Asahduren
26871,Kelurahan,5101032004,Pekutatan
26872,Kelurahan,5101032005,Pangyangan
26873,Kelurahan,5101032006,Gumbrih
26874,Kelurahan,5101032007,Manggissari
26875,Kelurahan,5101032008,Pengragoan
26876,Kelurahan,5101041001,Gilimanuk
26877,Kelurahan,5101042002,Melaya
26878,Kelurahan,5101042003,Belimbingsari
26879,Kelurahan,5101042004,Ekasari
26880,Kelurahan,5101042005,Nusasari
26881,Kelurahan,5101042006,Warnasari
26882,Kelurahan,5101042007,Candikusuma
26883,Kelurahan,5101042008,Tuwed
26884,Kelurahan,5101042009,Tukadaya
26885,Kelurahan,5101042010,Manistutu
26886,Kelurahan,5101051001,Pendem
26887,Kelurahan,5101051003,Loloan Timur
26888,Kelurahan,5101051005,Dauhwaru
26889,Kelurahan,5101051009,Sangkaragung
26890,Kelurahan,5101052002,Perancak
26891,Kelurahan,5101052004,Batu Agung
26892,Kelurahan,5101052006,Budeng
26893,Kelurahan,5101052007,Air Kuning
26894,Kelurahan,5101052008,Yehkuning
26895,Kelurahan,5101052010,Dangin Tukadaya
26896,Kelurahan,5102012001,Bajera
26897,Kelurahan,5102012002,Wanagiri
26898,Kelurahan,5102012003,Pupuan Sawah
26899,Kelurahan,5102012004,Berembeng
26900,Kelurahan,5102012005,Selemadeg
26901,Kelurahan,5102012006,Sarampingan
26902,Kelurahan,5102012007,Antap
26903,Kelurahan,5102012008,Wanagiri Kauh
26904,Kelurahan,5102012009,Manikyang
26905,Kelurahan,5102012010,Bajera Utara
26906,Kelurahan,5102022001,Gunung Salak
26907,Kelurahan,5102022002,Gadungan
26908,Kelurahan,5102022003,Bantas
26909,Kelurahan,5102022004,Mambang
26910,Kelurahan,5102022005,Megati
26911,Kelurahan,5102022006,Tangguntiti
26912,Kelurahan,5102022007,Beraban
26913,Kelurahan,5102022008,Tegal Mengkeb
26914,Kelurahan,5102022009,Dalang
26915,Kelurahan,5102022010,Gadungsari
26916,Kelurahan,5102032001,Mundeh
26917,Kelurahan,5102032002,Mundeh Kangin
26918,Kelurahan,5102032003,Lalanglinggah
26919,Kelurahan,5102032004,Antosari
26920,Kelurahan,5102032005,Lumbung
26921,Kelurahan,5102032006,Lumbung Kauh
26922,Kelurahan,5102032007,Tiing Gading
26923,Kelurahan,5102032008,Mundeh Kauh
26924,Kelurahan,5102032009,Angkah
26925,Kelurahan,5102032010,Selabih
26926,Kelurahan,5102032011,Bengkel Sari
26927,Kelurahan,5102042001,Tibubiu
26928,Kelurahan,5102042002,Kelating
26929,Kelurahan,5102042003,Penarukan
26930,Kelurahan,5102042004,Belumbang
26931,Kelurahan,5102042005,Tista
26932,Kelurahan,5102042006,Kerambitan
26933,Kelurahan,5102042007,Pangkung Karung
26934,Kelurahan,5102042008,Samsam
26935,Kelurahan,5102042009,Kukuh
26936,Kelurahan,5102042010,Baturiti
26937,Kelurahan,5102042011,Meliling
26938,Kelurahan,5102042012,Sembung Gede
26939,Kelurahan,5102042013,Batuaji
26940,Kelurahan,5102042014,Kesiut
26941,Kelurahan,5102042015,Timpag
26942,Kelurahan,5102052001,Sudimara
26943,Kelurahan,5102052002,Gubug
26944,Kelurahan,5102052003,Bongan
26945,Kelurahan,5102052004,Delod Peken
26946,Kelurahan,5102052005,Dauh Peken
26947,Kelurahan,5102052006,Dajan Peken
26948,Kelurahan,5102052007,Denbantas
26949,Kelurahan,5102052008,Subamia
26950,Kelurahan,5102052009,Wanasari
26951,Kelurahan,5102052010,Tunjuk
26952,Kelurahan,5102052011,Buahan
26953,Kelurahan,5102052012,Sedandan
26954,Kelurahan,5102062001,Bengkel
26955,Kelurahan,5102062002,Pangkung Tibah
26956,Kelurahan,5102062003,Belalang
26957,Kelurahan,5102062004,Beraban
26958,Kelurahan,5102062005,Buwit
26959,Kelurahan,5102062006,Cepaka
26960,Kelurahan,5102062007,Kaba-kaba
26961,Kelurahan,5102062008,Nyambu
26962,Kelurahan,5102062009,Pandak Bandung
26963,Kelurahan,5102062010,Pandak Gede
26964,Kelurahan,5102062011,Nyitdah
26965,Kelurahan,5102062012,Pejaten
26966,Kelurahan,5102062013,Kediri
26967,Kelurahan,5102062014,Abian Tuwung
26968,Kelurahan,5102062015,Banjar Anyar
26969,Kelurahan,5102072001,Kukuh
26970,Kelurahan,5102072002,Beringkit
26971,Kelurahan,5102072003,Peken
26972,Kelurahan,5102072004,Batannyuh
26973,Kelurahan,5102072005,Tegaljadi
26974,Kelurahan,5102072006,Kuwum
26975,Kelurahan,5102072007,Selanbawak
26976,Kelurahan,5102072008,Marga
26977,Kelurahan,5102072009,Petiga
26978,Kelurahan,5102072010,Cau Belayu
26979,Kelurahan,5102072011,Tua
26980,Kelurahan,5102072012,Payangan
26981,Kelurahan,5102072013,Marga Dajan Puri
26982,Kelurahan,5102072014,Marga Dauh Puri
26983,Kelurahan,5102072015,Geluntung
26984,Kelurahan,5102072016,Baru
26985,Kelurahan,5102082001,Rejasa
26986,Kelurahan,5102082002,Jegu
26987,Kelurahan,5102082003,Riang Gede
26988,Kelurahan,5102082004,Buruan
26989,Kelurahan,5102082005,Biaung
26990,Kelurahan,5102082006,Pitra
26991,Kelurahan,5102082007,Penatahan
26992,Kelurahan,5102082008,Tengkudak
26993,Kelurahan,5102082009,Mengesta
26994,Kelurahan,5102082010,Penebel
26995,Kelurahan,5102082011,Babakan
26996,Kelurahan,5102082012,Senganan
26997,Kelurahan,5102082013,Jatiluwih
26998,Kelurahan,5102082014,Wongaya Gede
26999,Kelurahan,5102082015,Tajen
27000,Kelurahan,5102082016,Tegallinggah
27001,Kelurahan,5102082017,Pesagi
27002,Kelurahan,5102082018,Sangketan
27003,Kelurahan,5102092001,Perean
27004,Kelurahan,5102092002,Luwus
27005,Kelurahan,5102092003,Apuan
27006,Kelurahan,5102092004,Angseri
27007,Kelurahan,5102092005,Bangli
27008,Kelurahan,5102092006,Baturiti
27009,Kelurahan,5102092007,Antapan
27010,Kelurahan,5102092008,Candikuning
27011,Kelurahan,5102092009,Mekarsari
27012,Kelurahan,5102092010,Batunya
27013,Kelurahan,5102092011,Perean Tengah
27014,Kelurahan,5102092012,Perean Kangin
27015,Kelurahan,5102102001,Belimbing
27016,Kelurahan,5102102002,Sanda
27017,Kelurahan,5102102003,Batungsel
27018,Kelurahan,5102102004,Kebon Padangan
27019,Kelurahan,5102102005,Munduk Temu
27020,Kelurahan,5102102006,Pujungan
27021,Kelurahan,5102102007,Pupuan
27022,Kelurahan,5102102008,Bantiran
27023,Kelurahan,5102102009,Padangan
27024,Kelurahan,5102102010,Jelijih Punggung
27025,Kelurahan,5102102011,Belatungan
27026,Kelurahan,5102102012,Pajahan
27027,Kelurahan,5102102013,Karyasari
27028,Kelurahan,5102102014,Sai
27029,Kelurahan,5103011001,Tuban
27030,Kelurahan,5103011002,Kuta
27031,Kelurahan,5103011003,Kedonganan
27032,Kelurahan,5103011004,Legian
27033,Kelurahan,5103011005,Seminyak
27034,Kelurahan,5103021004,Kapal
27035,Kelurahan,5103021005,Sempidi
27036,Kelurahan,5103021014,Abianbase
27037,Kelurahan,5103021015,Sading
27038,Kelurahan,5103021016,Lukluk
27039,Kelurahan,5103022001,Munggu
27040,Kelurahan,5103022002,Buduk
27041,Kelurahan,5103022003,Mengwitani
27042,Kelurahan,5103022006,Penarungan
27043,Kelurahan,5103022007,Sembung
27044,Kelurahan,5103022008,Baha
27045,Kelurahan,5103022009,Mengwi
27046,Kelurahan,5103022010,Kekeran
27047,Kelurahan,5103022011,Sobangan
27048,Kelurahan,5103022012,Gulingan
27049,Kelurahan,5103022013,Werdi Bhuwana
27050,Kelurahan,5103022017,Cemagi
27051,Kelurahan,5103022018,Pererenan
27052,Kelurahan,5103022019,Tumbakbayuh
27053,Kelurahan,5103022020,Kuwun
27054,Kelurahan,5103032001,Darmasaba
27055,Kelurahan,5103032002,Sibangkaja
27056,Kelurahan,5103032003,Sibanggede
27057,Kelurahan,5103032004,Jagapati
27058,Kelurahan,5103032005,Angantaka
27059,Kelurahan,5103032006,Sedang
27060,Kelurahan,5103032007,Mambal
27061,Kelurahan,5103032008,Abiansemal
27062,Kelurahan,5103032009,Bongkasa
27063,Kelurahan,5103032010,Taman
27064,Kelurahan,5103032011,Blahkiuh
27065,Kelurahan,5103032012,Ayunan
27066,Kelurahan,5103032013,Sangeh
27067,Kelurahan,5103032014,Punggul
27068,Kelurahan,5103032015,Mekar Bhuwana
27069,Kelurahan,5103032016,Abiansemal Dauh Yeh Cani
27070,Kelurahan,5103032017,Selat
27071,Kelurahan,5103032018,Bongkasa Pertiwi
27072,Kelurahan,5103042001,Carangsari
27073,Kelurahan,5103042002,Petang
27074,Kelurahan,5103042003,Belok/Sidan
27075,Kelurahan,5103042004,Pelaga
27076,Kelurahan,5103042005,Getasan
27077,Kelurahan,5103042006,Pangsan
27078,Kelurahan,5103042007,Sulangai
27079,Kelurahan,5103051004,Benoa
27080,Kelurahan,5103051005,Tanjung Benoa
27081,Kelurahan,5103051006,Jimbaran
27082,Kelurahan,5103052001,Pecatu
27083,Kelurahan,5103052002,Ungasan
27084,Kelurahan,5103052003,Kutuh
27085,Kelurahan,5103061001,Kerobokan Kelod
27086,Kelurahan,5103061002,Kerobokan
27087,Kelurahan,5103061003,Kerobokan Kaja
27088,Kelurahan,5103062004,Tibubeneng
27089,Kelurahan,5103062005,Canggu
27090,Kelurahan,5103062006,Dalung
27091,Kelurahan,5104012001,Batubulan
27092,Kelurahan,5104012002,Ketewel
27093,Kelurahan,5104012003,Guwang
27094,Kelurahan,5104012004,Sukawati
27095,Kelurahan,5104012005,Celuk
27096,Kelurahan,5104012006,Singapadu
27097,Kelurahan,5104012007,Batuan
27098,Kelurahan,5104012008,Kemenuh
27099,Kelurahan,5104012009,Batubulan Kangin
27100,Kelurahan,5104012010,Singapadu Tengah
27101,Kelurahan,5104012011,Singapadu Kaler
27102,Kelurahan,5104012012,Batuan Kaler
27103,Kelurahan,5104022001,Saba
27104,Kelurahan,5104022002,Pering
27105,Kelurahan,5104022003,Keramas
27106,Kelurahan,5104022004,Belega
27107,Kelurahan,5104022005,Blahbatuh
27108,Kelurahan,5104022006,Buruan
27109,Kelurahan,5104022007,Bedulu
27110,Kelurahan,5104022008,Medahan
27111,Kelurahan,5104022009,Bona
27112,Kelurahan,5104031003,Samplangan
27113,Kelurahan,5104031005,Abianbase
27114,Kelurahan,5104031006,Gianyar
27115,Kelurahan,5104031007,Bitera
27116,Kelurahan,5104031008,Beng
27117,Kelurahan,5104032001,Tulikup
27118,Kelurahan,5104032002,Sidan
27119,Kelurahan,5104032004,Lebih
27120,Kelurahan,5104032009,Bakbakan
27121,Kelurahan,5104032010,Siangan
27122,Kelurahan,5104032011,Suwat
27123,Kelurahan,5104032012,Petak
27124,Kelurahan,5104032013,Serongga
27125,Kelurahan,5104032014,Petak Kaja
27126,Kelurahan,5104032015,Temesi
27127,Kelurahan,5104032016,Sumita
27128,Kelurahan,5104032017,Tegal Tugu
27129,Kelurahan,5104042001,Pejeng
27130,Kelurahan,5104042002,Sanding
27131,Kelurahan,5104042003,Tampaksiring
27132,Kelurahan,5104042004,Manukaya
27133,Kelurahan,5104042005,Pejeng Kawan
27134,Kelurahan,5104042006,Pejeng Kaja
27135,Kelurahan,5104042007,Pejeng Kangin
27136,Kelurahan,5104042008,Pejeng Kelod
27137,Kelurahan,5104051005,Ubud
27138,Kelurahan,5104052001,Lodtunduh
27139,Kelurahan,5104052002,Mas
27140,Kelurahan,5104052003,Singakerta
27141,Kelurahan,5104052004,Kedewatan
27142,Kelurahan,5104052006,Peliatan
27143,Kelurahan,5104052007,Petulu
27144,Kelurahan,5104052008,Sayan
27145,Kelurahan,5104062001,Keliki
27146,Kelurahan,5104062002,Tegallalang
27147,Kelurahan,5104062003,Kenderan
27148,Kelurahan,5104062004,Kedisan
27149,Kelurahan,5104062005,Pupuan
27150,Kelurahan,5104062006,Sebatu
27151,Kelurahan,5104062007,Taro
27152,Kelurahan,5104072001,Melinggih
27153,Kelurahan,5104072002,Kelusa
27154,Kelurahan,5104072003,Bukian
27155,Kelurahan,5104072004,Puhu
27156,Kelurahan,5104072005,Buahan
27157,Kelurahan,5104072006,Kerta
27158,Kelurahan,5104072007,Melinggih Kelod
27159,Kelurahan,5104072008,Buahan Kaja
27160,Kelurahan,5104072009,Bresela
27161,Kelurahan,5105012001,Sakti
27162,Kelurahan,5105012002,Batumadeg
27163,Kelurahan,5105012003,Klumpu
27164,Kelurahan,5105012004,Batukandik
27165,Kelurahan,5105012005,Sekartaji
27166,Kelurahan,5105012006,Tanglad
27167,Kelurahan,5105012007,Suana
27168,Kelurahan,5105012008,Batununggul
27169,Kelurahan,5105012009,Kutampi
27170,Kelurahan,5105012010,Ped
27171,Kelurahan,5105012011,Kampung Toyapakeh
27172,Kelurahan,5105012012,Lembongan
27173,Kelurahan,5105012013,Jungutbatu
27174,Kelurahan,5105012014,Pejukutan
27175,Kelurahan,5105012015,Kutampi Kaler
27176,Kelurahan,5105012016,Bunga Mekar
27177,Kelurahan,5105022001,Negari
27178,Kelurahan,5105022002,Takmung
27179,Kelurahan,5105022003,Banjarangkan
27180,Kelurahan,5105022004,Tusan
27181,Kelurahan,5105022005,Bakas
27182,Kelurahan,5105022006,Getakan
27183,Kelurahan,5105022007,Tihingan
27184,Kelurahan,5105022008,Aan
27185,Kelurahan,5105022009,Nyalian
27186,Kelurahan,5105022010,Bungbungan
27187,Kelurahan,5105022011,Timuhun
27188,Kelurahan,5105022012,Nyanglan
27189,Kelurahan,5105022013,Tohpati
27190,Kelurahan,5105031008,Semarapura Kaja
27191,Kelurahan,5105031009,Semarapura Kauh
27192,Kelurahan,5105031010,Semarapura Tengah
27193,Kelurahan,5105031011,Semarapura Kangin
27194,Kelurahan,5105031012,Semarapura Kelod Kangin
27195,Kelurahan,5105031013,Semarapura Kelod
27196,Kelurahan,5105032001,Satra
27197,Kelurahan,5105032002,Tojan
27198,Kelurahan,5105032003,Gelgel
27199,Kelurahan,5105032004,Kampung Gelgel
27200,Kelurahan,5105032005,Jumpai
27201,Kelurahan,5105032006,Tangkas
27202,Kelurahan,5105032007,Kamasan
27203,Kelurahan,5105032014,Akah
27204,Kelurahan,5105032015,Manduang
27205,Kelurahan,5105032016,Selat
27206,Kelurahan,5105032017,Tegak
