system,code,display,definition
http://terminology.hl7.org/CodeSystem/v3-Race,1312-8,Klallam,Klallam
http://terminology.hl7.org/CodeSystem/v3-Race,1313-6,Jamestown,Jamestown
http://terminology.hl7.org/CodeSystem/v3-Race,1314-4,Lower Elwha,Lower Elwha
http://terminology.hl7.org/CodeSystem/v3-Race,1315-1,Port Gamble Klallam,Port Gamble Klallam
http://terminology.hl7.org/CodeSystem/v3-Race,1317-7,Klamath,Klamath
http://terminology.hl7.org/CodeSystem/v3-Race,1319-3,Konkow,Konkow
http://terminology.hl7.org/CodeSystem/v3-Race,1321-9,Kootenai,Kootenai
http://terminology.hl7.org/CodeSystem/v3-Race,1323-5,Lassik,Lassik
http://terminology.hl7.org/CodeSystem/v3-Race,1325-0,Long Island,Long Island
http://terminology.hl7.org/CodeSystem/v3-Race,1326-8,Matinecock,Matinecock
http://terminology.hl7.org/CodeSystem/v3-Race,1327-6,Montauk,Montauk
http://terminology.hl7.org/CodeSystem/v3-Race,1328-4,Poospatuck,Poospatuck
http://terminology.hl7.org/CodeSystem/v3-Race,1329-2,Setauket,Setauket
http://terminology.hl7.org/CodeSystem/v3-Race,1331-8,Luiseno,Luiseno
http://terminology.hl7.org/CodeSystem/v3-Race,1332-6,La Jolla,La Jolla
http://terminology.hl7.org/CodeSystem/v3-Race,1333-4,Pala,Pala
http://terminology.hl7.org/CodeSystem/v3-Race,1334-2,Pauma,Pauma
http://terminology.hl7.org/CodeSystem/v3-Race,1335-9,Pechanga,Pechanga
http://terminology.hl7.org/CodeSystem/v3-Race,1336-7,Soboba,Soboba
http://terminology.hl7.org/CodeSystem/v3-Race,1337-5,Twenty-Nine Palms,Twenty-Nine Palms
http://terminology.hl7.org/CodeSystem/v3-Race,1338-3,Temecula,Temecula
http://terminology.hl7.org/CodeSystem/v3-Race,1340-9,Lumbee,Lumbee
http://terminology.hl7.org/CodeSystem/v3-Race,1342-5,Lummi,Lummi
http://terminology.hl7.org/CodeSystem/v3-Race,1344-1,Maidu,Maidu
http://terminology.hl7.org/CodeSystem/v3-Race,1345-8,Mountain Maidu,Mountain Maidu
http://terminology.hl7.org/CodeSystem/v3-Race,1346-6,Nishinam,Nishinam
http://terminology.hl7.org/CodeSystem/v3-Race,1348-2,Makah,Makah
http://terminology.hl7.org/CodeSystem/v3-Race,1350-8,Maliseet,Maliseet
http://terminology.hl7.org/CodeSystem/v3-Race,1352-4,Mandan,Mandan
http://terminology.hl7.org/CodeSystem/v3-Race,1354-0,Mattaponi,Mattaponi
http://terminology.hl7.org/CodeSystem/v3-Race,1356-5,Menominee,Menominee
http://terminology.hl7.org/CodeSystem/v3-Race,1358-1,Miami,Miami
http://terminology.hl7.org/CodeSystem/v3-Race,1359-9,Illinois Miami,Illinois Miami
http://terminology.hl7.org/CodeSystem/v3-Race,1360-7,Indiana Miami,Indiana Miami
http://terminology.hl7.org/CodeSystem/v3-Race,1361-5,Oklahoma Miami,Oklahoma Miami
http://terminology.hl7.org/CodeSystem/v3-Race,1363-1,Miccosukee,Miccosukee
http://terminology.hl7.org/CodeSystem/v3-Race,1365-6,Micmac,Micmac
http://terminology.hl7.org/CodeSystem/v3-Race,1366-4,Aroostook,Aroostook
http://terminology.hl7.org/CodeSystem/v3-Race,1368-0,Mission Indians,Mission Indians
http://terminology.hl7.org/CodeSystem/v3-Race,1370-6,Miwok,Miwok
http://terminology.hl7.org/CodeSystem/v3-Race,1372-2,Modoc,Modoc
http://terminology.hl7.org/CodeSystem/v3-Race,1374-8,Mohegan,Mohegan
http://terminology.hl7.org/CodeSystem/v3-Race,1376-3,Mono,Mono
http://terminology.hl7.org/CodeSystem/v3-Race,1378-9,Nanticoke,Nanticoke
http://terminology.hl7.org/CodeSystem/v3-Race,1380-5,Narragansett,Narragansett
http://terminology.hl7.org/CodeSystem/v3-Race,1382-1,Navajo,Navajo
http://terminology.hl7.org/CodeSystem/v3-Race,1383-9,Alamo Navajo,Alamo Navajo
http://terminology.hl7.org/CodeSystem/v3-Race,1384-7,Canoncito Navajo,Canoncito Navajo
http://terminology.hl7.org/CodeSystem/v3-Race,1385-4,Ramah Navajo,Ramah Navajo
http://terminology.hl7.org/CodeSystem/v3-Race,1387-0,Nez Perce,Nez Perce
http://terminology.hl7.org/CodeSystem/v3-Race,1389-6,Nomalaki,Nomalaki
http://terminology.hl7.org/CodeSystem/v3-Race,1391-2,Northwest Tribes,Northwest Tribes
http://terminology.hl7.org/CodeSystem/v3-Race,1392-0,Alsea,Alsea
http://terminology.hl7.org/CodeSystem/v3-Race,1393-8,Celilo,Celilo
http://terminology.hl7.org/CodeSystem/v3-Race,1394-6,Columbia,Columbia
http://terminology.hl7.org/CodeSystem/v3-Race,1395-3,Kalapuya,Kalapuya
http://terminology.hl7.org/CodeSystem/v3-Race,1396-1,Molala,Molala
http://terminology.hl7.org/CodeSystem/v3-Race,1397-9,Talakamish,Talakamish
http://terminology.hl7.org/CodeSystem/v3-Race,1398-7,Tenino,Tenino
http://terminology.hl7.org/CodeSystem/v3-Race,1399-5,Tillamook,Tillamook
http://terminology.hl7.org/CodeSystem/v3-Race,1400-1,Wenatchee,Wenatchee
http://terminology.hl7.org/CodeSystem/v3-Race,1401-9,Yahooskin,Yahooskin
http://terminology.hl7.org/CodeSystem/v3-Race,1403-5,Omaha,Omaha
http://terminology.hl7.org/CodeSystem/v3-Race,1405-0,Oregon Athabaskan,Oregon Athabaskan
http://terminology.hl7.org/CodeSystem/v3-Race,1407-6,Osage,Osage
http://terminology.hl7.org/CodeSystem/v3-Race,1409-2,Otoe-Missouria,Otoe-Missouria
http://terminology.hl7.org/CodeSystem/v3-Race,1411-8,Ottawa,Ottawa
http://terminology.hl7.org/CodeSystem/v3-Race,1412-6,Burt Lake Ottawa,Burt Lake Ottawa
http://terminology.hl7.org/CodeSystem/v3-Race,1413-4,Michigan Ottawa,Michigan Ottawa
http://terminology.hl7.org/CodeSystem/v3-Race,1414-2,Oklahoma Ottawa,Oklahoma Ottawa
http://terminology.hl7.org/CodeSystem/v3-Race,1416-7,Paiute,Paiute
http://terminology.hl7.org/CodeSystem/v3-Race,1417-5,Bishop,Bishop
http://terminology.hl7.org/CodeSystem/v3-Race,1418-3,Bridgeport,Bridgeport
http://terminology.hl7.org/CodeSystem/v3-Race,1419-1,Burns Paiute,Burns Paiute
http://terminology.hl7.org/CodeSystem/v3-Race,1420-9,Cedarville,Cedarville
http://terminology.hl7.org/CodeSystem/v3-Race,1421-7,Fort Bidwell,Fort Bidwell
http://terminology.hl7.org/CodeSystem/v3-Race,1422-5,Fort Independence,Fort Independence
http://terminology.hl7.org/CodeSystem/v3-Race,1423-3,Kaibab,Kaibab
http://terminology.hl7.org/CodeSystem/v3-Race,1424-1,Las Vegas,Las Vegas
http://terminology.hl7.org/CodeSystem/v3-Race,1425-8,Lone Pine,Lone Pine
http://terminology.hl7.org/CodeSystem/v3-Race,1426-6,Lovelock,Lovelock
http://terminology.hl7.org/CodeSystem/v3-Race,1427-4,Malheur Paiute,Malheur Paiute
http://terminology.hl7.org/CodeSystem/v3-Race,1428-2,Moapa,Moapa
http://terminology.hl7.org/CodeSystem/v3-Race,1429-0,Northern Paiute,Northern Paiute
http://terminology.hl7.org/CodeSystem/v3-Race,1430-8,Owens Valley,Owens Valley
http://terminology.hl7.org/CodeSystem/v3-Race,1431-6,Pyramid Lake,Pyramid Lake
http://terminology.hl7.org/CodeSystem/v3-Race,1432-4,San Juan Southern Paiute,San Juan Southern Paiute
http://terminology.hl7.org/CodeSystem/v3-Race,1433-2,Southern Paiute,Southern Paiute
http://terminology.hl7.org/CodeSystem/v3-Race,1434-0,Summit Lake,Summit Lake
http://terminology.hl7.org/CodeSystem/v3-Race,1435-7,Utu Utu Gwaitu Paiute,Utu Utu Gwaitu Paiute
http://terminology.hl7.org/CodeSystem/v3-Race,1436-5,Walker River,Walker River
http://terminology.hl7.org/CodeSystem/v3-Race,1437-3,Yerington Paiute,Yerington Paiute
http://terminology.hl7.org/CodeSystem/v3-Race,1439-9,Pamunkey,Pamunkey
http://terminology.hl7.org/CodeSystem/v3-Race,1441-5,Passamaquoddy,Passamaquoddy
http://terminology.hl7.org/CodeSystem/v3-Race,1442-3,Indian Township,Indian Township
http://terminology.hl7.org/CodeSystem/v3-Race,1443-1,Pleasant Point Passamaquoddy,Pleasant Point Passamaquoddy
http://terminology.hl7.org/CodeSystem/v3-Race,1445-6,Pawnee,Pawnee
http://terminology.hl7.org/CodeSystem/v3-Race,1446-4,Oklahoma Pawnee,Oklahoma Pawnee
http://terminology.hl7.org/CodeSystem/v3-Race,1448-0,Penobscot,Penobscot
http://terminology.hl7.org/CodeSystem/v3-Race,1450-6,Peoria,Peoria
http://terminology.hl7.org/CodeSystem/v3-Race,1451-4,Oklahoma Peoria,Oklahoma Peoria
http://terminology.hl7.org/CodeSystem/v3-Race,1453-0,Pequot,Pequot
http://terminology.hl7.org/CodeSystem/v3-Race,1454-8,Marshantucket Pequot,Marshantucket Pequot
http://terminology.hl7.org/CodeSystem/v3-Race,1456-3,Pima,Pima
http://terminology.hl7.org/CodeSystem/v3-Race,1457-1,Gila River Pima-Maricopa,Gila River Pima-Maricopa
http://terminology.hl7.org/CodeSystem/v3-Race,1458-9,Salt River Pima-Maricopa,Salt River Pima-Maricopa
http://terminology.hl7.org/CodeSystem/v3-Race,1460-5,Piscataway,Piscataway
http://terminology.hl7.org/CodeSystem/v3-Race,1462-1,Pit River,Pit River
http://terminology.hl7.org/CodeSystem/v3-Race,1464-7,Pomo,Pomo
http://terminology.hl7.org/CodeSystem/v3-Race,1465-4,Central Pomo,Central Pomo
http://terminology.hl7.org/CodeSystem/v3-Race,1466-2,Dry Creek,Dry Creek
http://terminology.hl7.org/CodeSystem/v3-Race,1467-0,Eastern Pomo,Eastern Pomo
http://terminology.hl7.org/CodeSystem/v3-Race,1468-8,Kashia,Kashia
http://terminology.hl7.org/CodeSystem/v3-Race,1469-6,Northern Pomo,Northern Pomo
http://terminology.hl7.org/CodeSystem/v3-Race,1470-4,Scotts Valley,Scotts Valley
http://terminology.hl7.org/CodeSystem/v3-Race,1471-2,Stonyford,Stonyford
http://terminology.hl7.org/CodeSystem/v3-Race,1472-0,Sulphur Bank,Sulphur Bank
http://terminology.hl7.org/CodeSystem/v3-Race,1474-6,Ponca,Ponca
http://terminology.hl7.org/CodeSystem/v3-Race,1475-3,Nebraska Ponca,Nebraska Ponca
http://terminology.hl7.org/CodeSystem/v3-Race,1476-1,Oklahoma Ponca,Oklahoma Ponca
http://terminology.hl7.org/CodeSystem/v3-Race,1478-7,Potawatomi,Potawatomi
http://terminology.hl7.org/CodeSystem/v3-Race,1479-5,Citizen Band Potawatomi,Citizen Band Potawatomi
http://terminology.hl7.org/CodeSystem/v3-Race,1480-3,Forest County,Forest County
http://terminology.hl7.org/CodeSystem/v3-Race,1481-1,Hannahville,Hannahville
http://terminology.hl7.org/CodeSystem/v3-Race,1482-9,Huron Potawatomi,Huron Potawatomi
http://terminology.hl7.org/CodeSystem/v3-Race,1483-7,Pokagon Potawatomi,Pokagon Potawatomi
http://terminology.hl7.org/CodeSystem/v3-Race,1484-5,Prairie Band,Prairie Band
http://terminology.hl7.org/CodeSystem/v3-Race,1485-2,Wisconsin Potawatomi,Wisconsin Potawatomi
http://terminology.hl7.org/CodeSystem/v3-Race,1487-8,Powhatan,Powhatan
http://terminology.hl7.org/CodeSystem/v3-Race,1489-4,Pueblo,Pueblo
http://terminology.hl7.org/CodeSystem/v3-Race,1490-2,Acoma,Acoma
http://terminology.hl7.org/CodeSystem/v3-Race,1491-0,Arizona Tewa,Arizona Tewa
http://terminology.hl7.org/CodeSystem/v3-Race,1492-8,Cochiti,Cochiti
http://terminology.hl7.org/CodeSystem/v3-Race,1493-6,Hopi,Hopi
http://terminology.hl7.org/CodeSystem/v3-Race,1494-4,Isleta,Isleta
http://terminology.hl7.org/CodeSystem/v3-Race,1495-1,Jemez,Jemez
http://terminology.hl7.org/CodeSystem/v3-Race,1496-9,Keres,Keres
http://terminology.hl7.org/CodeSystem/v3-Race,1497-7,Laguna,Laguna
http://terminology.hl7.org/CodeSystem/v3-Race,1498-5,Nambe,Nambe
http://terminology.hl7.org/CodeSystem/v3-Race,1499-3,Picuris,Picuris
http://terminology.hl7.org/CodeSystem/v3-Race,1500-8,Piro,Piro
http://terminology.hl7.org/CodeSystem/v3-Race,1501-6,Pojoaque,Pojoaque
http://terminology.hl7.org/CodeSystem/v3-Race,1502-4,San Felipe,San Felipe
http://terminology.hl7.org/CodeSystem/v3-Race,1503-2,San Ildefonso,San Ildefonso
http://terminology.hl7.org/CodeSystem/v3-Race,1504-0,San Juan Pueblo,San Juan Pueblo
http://terminology.hl7.org/CodeSystem/v3-Race,1505-7,San Juan De,San Juan De
http://terminology.hl7.org/CodeSystem/v3-Race,1506-5,San Juan,San Juan
http://terminology.hl7.org/CodeSystem/v3-Race,1507-3,Sandia,Sandia
http://terminology.hl7.org/CodeSystem/v3-Race,1508-1,Santa Ana,Santa Ana
http://terminology.hl7.org/CodeSystem/v3-Race,1509-9,Santa Clara,Santa Clara
http://terminology.hl7.org/CodeSystem/v3-Race,1510-7,Santo Domingo,Santo Domingo
http://terminology.hl7.org/CodeSystem/v3-Race,1511-5,Taos,Taos
http://terminology.hl7.org/CodeSystem/v3-Race,1512-3,Tesuque,Tesuque
http://terminology.hl7.org/CodeSystem/v3-Race,1513-1,Tewa,Tewa
http://terminology.hl7.org/CodeSystem/v3-Race,1514-9,Tigua,Tigua
http://terminology.hl7.org/CodeSystem/v3-Race,1515-6,Zia,Zia
http://terminology.hl7.org/CodeSystem/v3-Race,1516-4,Zuni,Zuni
http://terminology.hl7.org/CodeSystem/v3-Race,1518-0,Puget Sound Salish,Puget Sound Salish
http://terminology.hl7.org/CodeSystem/v3-Race,1519-8,Duwamish,Duwamish
http://terminology.hl7.org/CodeSystem/v3-Race,1520-6,Kikiallus,Kikiallus
http://terminology.hl7.org/CodeSystem/v3-Race,1521-4,Lower Skagit,Lower Skagit
http://terminology.hl7.org/CodeSystem/v3-Race,1522-2,Muckleshoot,Muckleshoot
http://terminology.hl7.org/CodeSystem/v3-Race,1523-0,Nisqually,Nisqually
http://terminology.hl7.org/CodeSystem/v3-Race,1524-8,Nooksack,Nooksack
http://terminology.hl7.org/CodeSystem/v3-Race,1525-5,Port Madison,Port Madison
http://terminology.hl7.org/CodeSystem/v3-Race,1526-3,Puyallup,Puyallup
http://terminology.hl7.org/CodeSystem/v3-Race,1527-1,Samish,Samish
http://terminology.hl7.org/CodeSystem/v3-Race,1528-9,Sauk-Suiattle,Sauk-Suiattle
http://terminology.hl7.org/CodeSystem/v3-Race,1529-7,Skokomish,Skokomish
http://terminology.hl7.org/CodeSystem/v3-Race,1530-5,Skykomish,Skykomish
http://terminology.hl7.org/CodeSystem/v3-Race,1531-3,Snohomish,Snohomish
http://terminology.hl7.org/CodeSystem/v3-Race,1532-1,Snoqualmie,Snoqualmie
http://terminology.hl7.org/CodeSystem/v3-Race,1533-9,Squaxin Island,Squaxin Island
http://terminology.hl7.org/CodeSystem/v3-Race,1534-7,Steilacoom,Steilacoom
http://terminology.hl7.org/CodeSystem/v3-Race,1535-4,Stillaguamish,Stillaguamish
http://terminology.hl7.org/CodeSystem/v3-Race,1536-2,Suquamish,Suquamish
http://terminology.hl7.org/CodeSystem/v3-Race,1537-0,Swinomish,Swinomish
http://terminology.hl7.org/CodeSystem/v3-Race,1538-8,Tulalip,Tulalip
http://terminology.hl7.org/CodeSystem/v3-Race,1539-6,Upper Skagit,Upper Skagit
http://terminology.hl7.org/CodeSystem/v3-Race,1541-2,Quapaw,Quapaw
http://terminology.hl7.org/CodeSystem/v3-Race,1543-8,Quinault,Quinault
http://terminology.hl7.org/CodeSystem/v3-Race,1545-3,Rappahannock,Rappahannock
http://terminology.hl7.org/CodeSystem/v3-Race,1547-9,Reno-Sparks,Reno-Sparks
http://terminology.hl7.org/CodeSystem/v3-Race,1549-5,Round Valley,Round Valley
http://terminology.hl7.org/CodeSystem/v3-Race,1551-1,Sac and Fox,Sac and Fox
http://terminology.hl7.org/CodeSystem/v3-Race,1552-9,Iowa Sac and Fox,Iowa Sac and Fox
http://terminology.hl7.org/CodeSystem/v3-Race,1553-7,Missouri Sac and Fox,Missouri Sac and Fox
http://terminology.hl7.org/CodeSystem/v3-Race,1554-5,Oklahoma Sac and Fox,Oklahoma Sac and Fox
http://terminology.hl7.org/CodeSystem/v3-Race,1556-0,Salinan,Salinan
http://terminology.hl7.org/CodeSystem/v3-Race,1558-6,Salish,Salish
http://terminology.hl7.org/CodeSystem/v3-Race,1560-2,Salish and Kootenai,Salish and Kootenai
http://terminology.hl7.org/CodeSystem/v3-Race,1562-8,Schaghticoke,Schaghticoke
http://terminology.hl7.org/CodeSystem/v3-Race,1564-4,Scott Valley,Scott Valley
http://terminology.hl7.org/CodeSystem/v3-Race,1566-9,Seminole,Seminole
http://terminology.hl7.org/CodeSystem/v3-Race,1567-7,Big Cypress,Big Cypress
http://terminology.hl7.org/CodeSystem/v3-Race,1568-5,Brighton,Brighton
http://terminology.hl7.org/CodeSystem/v3-Race,1569-3,Florida Seminole,Florida Seminole
http://terminology.hl7.org/CodeSystem/v3-Race,1570-1,Hollywood Seminole,Hollywood Seminole
http://terminology.hl7.org/CodeSystem/v3-Race,1571-9,Oklahoma Seminole,Oklahoma Seminole
http://terminology.hl7.org/CodeSystem/v3-Race,1573-5,Serrano,Serrano
http://terminology.hl7.org/CodeSystem/v3-Race,1574-3,San Manual,San Manual
http://terminology.hl7.org/CodeSystem/v3-Race,1576-8,Shasta,Shasta
http://terminology.hl7.org/CodeSystem/v3-Race,1578-4,Shawnee,Shawnee
http://terminology.hl7.org/CodeSystem/v3-Race,1579-2,Absentee Shawnee,Absentee Shawnee
http://terminology.hl7.org/CodeSystem/v3-Race,1580-0,Eastern Shawnee,Eastern Shawnee
http://terminology.hl7.org/CodeSystem/v3-Race,1582-6,Shinnecock,Shinnecock
http://terminology.hl7.org/CodeSystem/v3-Race,1584-2,Shoalwater Bay,Shoalwater Bay
http://terminology.hl7.org/CodeSystem/v3-Race,1586-7,Shoshone,Shoshone
http://terminology.hl7.org/CodeSystem/v3-Race,1587-5,Battle Mountain,Battle Mountain
http://terminology.hl7.org/CodeSystem/v3-Race,1588-3,Duckwater,Duckwater
http://terminology.hl7.org/CodeSystem/v3-Race,1589-1,Elko,Elko
http://terminology.hl7.org/CodeSystem/v3-Race,1590-9,Ely,Ely
http://terminology.hl7.org/CodeSystem/v3-Race,1591-7,Goshute,Goshute
http://terminology.hl7.org/CodeSystem/v3-Race,1592-5,Panamint,Panamint
http://terminology.hl7.org/CodeSystem/v3-Race,1593-3,Ruby Valley,Ruby Valley
http://terminology.hl7.org/CodeSystem/v3-Race,1594-1,Skull Valley,Skull Valley
http://terminology.hl7.org/CodeSystem/v3-Race,1595-8,South Fork Shoshone,South Fork Shoshone
http://terminology.hl7.org/CodeSystem/v3-Race,1596-6,Te-Moak Western Shoshone,Te-Moak Western Shoshone
http://terminology.hl7.org/CodeSystem/v3-Race,1597-4,Timbi-Sha Shoshone,Timbi-Sha Shoshone
http://terminology.hl7.org/CodeSystem/v3-Race,1598-2,Washakie,Washakie
http://terminology.hl7.org/CodeSystem/v3-Race,1599-0,Wind River Shoshone,Wind River Shoshone
http://terminology.hl7.org/CodeSystem/v3-Race,1600-6,Yomba,Yomba
http://terminology.hl7.org/CodeSystem/v3-Race,1602-2,Shoshone Paiute,Shoshone Paiute
http://terminology.hl7.org/CodeSystem/v3-Race,1603-0,Duck Valley,Duck Valley
http://terminology.hl7.org/CodeSystem/v3-Race,1604-8,Fallon,Fallon
http://terminology.hl7.org/CodeSystem/v3-Race,1605-5,Fort McDermitt,Fort McDermitt
http://terminology.hl7.org/CodeSystem/v3-Race,1607-1,Siletz,Siletz
http://terminology.hl7.org/CodeSystem/v3-Race,1609-7,Sioux,Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1610-5,Blackfoot Sioux,Blackfoot Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1611-3,Brule Sioux,Brule Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1612-1,Cheyenne River Sioux,Cheyenne River Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1613-9,Crow Creek Sioux,Crow Creek Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1614-7,Dakota Sioux,Dakota Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1615-4,Flandreau Santee,Flandreau Santee
http://terminology.hl7.org/CodeSystem/v3-Race,1616-2,Fort Peck,Fort Peck
http://terminology.hl7.org/CodeSystem/v3-Race,1617-0,Lake Traverse Sioux,Lake Traverse Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1618-8,Lower Brule Sioux,Lower Brule Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1619-6,Lower Sioux,Lower Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1620-4,Mdewakanton Sioux,Mdewakanton Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1621-2,Miniconjou,Miniconjou
http://terminology.hl7.org/CodeSystem/v3-Race,1622-0,Oglala Sioux,Oglala Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1623-8,Pine Ridge Sioux,Pine Ridge Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1624-6,Pipestone Sioux,Pipestone Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1625-3,Prairie Island Sioux,Prairie Island Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1626-1,Prior Lake Sioux,Prior Lake Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1627-9,Rosebud Sioux,Rosebud Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1628-7,Sans Arc Sioux,Sans Arc Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1629-5,Santee Sioux,Santee Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1630-3,Sisseton-Wahpeton,Sisseton-Wahpeton
http://terminology.hl7.org/CodeSystem/v3-Race,1631-1,Sisseton Sioux,Sisseton Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1632-9,Spirit Lake Sioux,Spirit Lake Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1633-7,Standing Rock Sioux,Standing Rock Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1634-5,Teton Sioux,Teton Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1635-2,Two Kettle Sioux,Two Kettle Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1636-0,Upper Sioux,Upper Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1637-8,Wahpekute Sioux,Wahpekute Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1638-6,Wahpeton Sioux,Wahpeton Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1639-4,Wazhaza Sioux,Wazhaza Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1640-2,Yankton Sioux,Yankton Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1641-0,Yanktonai Sioux,Yanktonai Sioux
http://terminology.hl7.org/CodeSystem/v3-Race,1643-6,Siuslaw,Siuslaw
http://terminology.hl7.org/CodeSystem/v3-Race,1645-1,Spokane,Spokane
http://terminology.hl7.org/CodeSystem/v3-Race,1647-7,Stewart,Stewart
http://terminology.hl7.org/CodeSystem/v3-Race,1649-3,Stockbridge,Stockbridge
http://terminology.hl7.org/CodeSystem/v3-Race,1651-9,Susanville,Susanville
http://terminology.hl7.org/CodeSystem/v3-Race,1653-5,Tohono O'Odham,Tohono O'Odham
http://terminology.hl7.org/CodeSystem/v3-Race,1654-3,Ak-Chin,Ak-Chin
http://terminology.hl7.org/CodeSystem/v3-Race,1655-0,Gila Bend,Gila Bend
http://terminology.hl7.org/CodeSystem/v3-Race,1656-8,San Xavier,San Xavier
http://terminology.hl7.org/CodeSystem/v3-Race,1657-6,Sells,Sells
http://terminology.hl7.org/CodeSystem/v3-Race,1659-2,Tolowa,Tolowa
http://terminology.hl7.org/CodeSystem/v3-Race,1661-8,Tonkawa,Tonkawa
http://terminology.hl7.org/CodeSystem/v3-Race,1663-4,Tygh,Tygh
http://terminology.hl7.org/CodeSystem/v3-Race,1665-9,Umatilla,Umatilla
http://terminology.hl7.org/CodeSystem/v3-Race,1667-5,Umpqua,Umpqua
http://terminology.hl7.org/CodeSystem/v3-Race,1668-3,Cow Creek Umpqua,Cow Creek Umpqua
http://terminology.hl7.org/CodeSystem/v3-Race,1670-9,Ute,Ute
http://terminology.hl7.org/CodeSystem/v3-Race,1671-7,Allen Canyon,Allen Canyon
http://terminology.hl7.org/CodeSystem/v3-Race,1672-5,Uintah Ute,Uintah Ute
http://terminology.hl7.org/CodeSystem/v3-Race,1673-3,Ute Mountain Ute,Ute Mountain Ute
http://terminology.hl7.org/CodeSystem/v3-Race,1675-8,Wailaki,Wailaki
http://terminology.hl7.org/CodeSystem/v3-Race,1677-4,Walla-Walla,Walla-Walla
http://terminology.hl7.org/CodeSystem/v3-Race,1679-0,Wampanoag,Wampanoag
http://terminology.hl7.org/CodeSystem/v3-Race,1680-8,Gay Head Wampanoag,Gay Head Wampanoag
http://terminology.hl7.org/CodeSystem/v3-Race,1681-6,Mashpee Wampanoag,Mashpee Wampanoag
http://terminology.hl7.org/CodeSystem/v3-Race,1683-2,Warm Springs,Warm Springs
http://terminology.hl7.org/CodeSystem/v3-Race,1685-7,Wascopum,Wascopum
http://terminology.hl7.org/CodeSystem/v3-Race,1687-3,Washoe,Washoe
http://terminology.hl7.org/CodeSystem/v3-Race,1688-1,Alpine,Alpine
http://terminology.hl7.org/CodeSystem/v3-Race,1689-9,Carson,Carson
http://terminology.hl7.org/CodeSystem/v3-Race,1690-7,Dresslerville,Dresslerville
http://terminology.hl7.org/CodeSystem/v3-Race,1692-3,Wichita,Wichita
http://terminology.hl7.org/CodeSystem/v3-Race,1694-9,Wind River,Wind River
http://terminology.hl7.org/CodeSystem/v3-Race,1696-4,Winnebago,Winnebago
http://terminology.hl7.org/CodeSystem/v3-Race,1697-2,Ho-chunk,Ho-chunk
http://terminology.hl7.org/CodeSystem/v3-Race,1698-0,Nebraska Winnebago,Nebraska Winnebago
http://terminology.hl7.org/CodeSystem/v3-Race,1700-4,Winnemucca,Winnemucca
http://terminology.hl7.org/CodeSystem/v3-Race,1702-0,Wintun,Wintun
http://terminology.hl7.org/CodeSystem/v3-Race,1704-6,Wiyot,Wiyot
http://terminology.hl7.org/CodeSystem/v3-Race,1705-3,Table Bluff,Table Bluff
http://terminology.hl7.org/CodeSystem/v3-Race,1707-9,Yakama,Yakama
http://terminology.hl7.org/CodeSystem/v3-Race,1709-5,Yakama Cowlitz,Yakama Cowlitz
http://terminology.hl7.org/CodeSystem/v3-Race,1711-1,Yaqui,Yaqui
http://terminology.hl7.org/CodeSystem/v3-Race,1712-9,Barrio Libre,Barrio Libre
http://terminology.hl7.org/CodeSystem/v3-Race,1713-7,Pascua Yaqui,Pascua Yaqui
http://terminology.hl7.org/CodeSystem/v3-Race,1715-2,Yavapai Apache,Yavapai Apache
http://terminology.hl7.org/CodeSystem/v3-Race,1717-8,Yokuts,Yokuts
http://terminology.hl7.org/CodeSystem/v3-Race,1718-6,Chukchansi,Chukchansi
http://terminology.hl7.org/CodeSystem/v3-Race,1719-4,Tachi,Tachi
http://terminology.hl7.org/CodeSystem/v3-Race,1720-2,Tule River,Tule River
http://terminology.hl7.org/CodeSystem/v3-Race,1722-8,Yuchi,Yuchi
http://terminology.hl7.org/CodeSystem/v3-Race,1724-4,Yuman,Yuman
